year_month,indicative_cost,quantity,uom,ods_code,ods_name,region,vmp_code,vtm,vtm_name,df_ind,udfs,udfs_uom,unit_dose_uom,dform_form,vmp_name,ing,strnt_nmrtr_val,strnt_dnmtr_val,strnt_nmrtr_uom_name,strnt_dnmtr_uom_name,ing_nm,droute_description
2023-04-01,700.0,250.0,ML,RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-08-01,280.0,100.0,ML,RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-11-01,1260.0,450.0,ML,RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-08-01,1540.0,550.0,ML,RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-10-01,434.7,150.0,ML,RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-07-01,840.0,300.0,ML,RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-05-01,560.0,200.0,ML,RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-01-01,560.0,200.0,ML,RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-12-01,560.0,200.0,ML,RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-12-01,3920.0,1400.0,ML,RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-09-01,840.0,300.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-04-01,289.8,100.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-09-01,434.7,150.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-12-01,941.85,325.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-11-01,217.35,75.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-01-01,140.0,50.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-04-01,738.99,255.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-10-01,700.0,250.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-01-01,144.9,50.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-07-01,217.35,75.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-11-01,434.7,150.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-03-01,869.4,300.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-10-01,217.35,75.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-06-01,115.34,50.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-03-01,560.0,200.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-04-01,115.34,50.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-02-01,72.45,25.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-01-01,217.35,75.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-12-01,1260.0,450.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-12-01,217.35,75.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-09-01,70.0,25.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-05-01,72.45,25.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-04-01,140.0,50.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-05-01,288.35,125.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-06-01,217.35,75.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-05-01,304.29,105.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-08-01,72.45,25.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-06-01,217.35,75.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-03-01,362.25,125.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-02-01,280.0,100.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-07-01,230.68,100.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-11-01,420.0,150.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-02-01,144.9,50.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-08-01,72.45,25.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-10-01,560.0,200.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-08-01,70.0,25.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-09-01,72.45,25.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-03-01,196.0,70.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-04-01,420.0,150.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-08-01,700.0,250.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-11-01,70.0,25.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-10-01,217.35,75.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-07-01,210.0,75.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-05-01,980.0,350.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-01-01,1260.0,450.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-12-01,70.0,25.0,ML,RA4,Yeovil District Hospital NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-06-01,1050.0,375.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-05-01,140.0,50.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-07-01,210.0,75.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-07-01,3430.0,1225.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-09-01,280.0,100.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-04-01,579.6,200.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-09-01,289.8,100.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2024-01-01,3500.0,1250.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-12-01,434.7,150.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-01-01,350.0,125.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-04-01,652.05,225.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-10-01,1120.0,400.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-01-01,434.7,150.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2024-03-01,700.0,250.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-07-01,434.7,150.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-11-01,217.35,75.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-03-01,144.9,50.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-10-01,869.4,300.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-10-01,350.0,125.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-06-01,980.38,425.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-03-01,630.0,225.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-04-01,288.35,125.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-02-01,362.25,125.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-01-01,217.35,75.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-12-01,420.0,150.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-02-01,700.0,250.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-12-01,507.15,175.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2023-09-01,1470.0,525.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-09-01,700.0,250.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2021-05-01,217.35,75.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2022-04-01,140.0,50.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2019-05-01,173.01,75.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
2020-06-01,1086.75,375.0,ML,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,South West,36067711000001104,775985005,Flumazenil,Discrete,5.000000000,ml,ampoule,Solution for injection,Flumazenil 500micrograms/5ml solution for injection ampoules,387575000,100.000000000,1.000000000,microgram,ml,Flumazenil,Intravenous
